dir,change,count
results/dyn_k5/Qwen3-8B,ATF6A -> ATF6,1
results/dyn_k5/Qwen3-8B,mir-18a-3p -> MIR-18A,1
results/dyn_k5/Qwen3-8B,NOX2 -> CYBB,1
results/dyn_k5/Qwen3-8B,GLUT1 -> SLC2A1,3
results/dyn_k5/Qwen3-8B,ST2 -> IL1RL1,1
results/dyn_k5/Qwen3-8B,miR-455-3p -> MIR-455,1
results/dyn_k5/Qwen3-8B,HIF2A -> EPAS1,1
results/dyn_k5/Qwen3-8B,NFkB -> NFKB1,1
results/dyn_k5/Qwen3-8B,PAR-2 -> F2RL1,1
results/dyn_k5/Qwen3-8B,PAR-1 -> F2R,1
results/magi_think_v7full/Magistral-Small-2509,HYP -> PHEX,1
results/magi_think_v7full/Magistral-Small-2509,XOR -> XDH,1
results/magi_think_v7full/Magistral-Small-2509,A3AR -> ADORA3,1
results/magi_think_v7full/Magistral-Small-2509,PAR2 -> F2RL1,5
results/magi_think_v7full/Magistral-Small-2509,RIP3 -> RIPK3,3
results/magi_think_v7full/Magistral-Small-2509,RAGE -> AGER,1
results/magi_think_v7full/Magistral-Small-2509,MIG6 -> ERRFI1,2
results/magi_think_v7full/Magistral-Small-2509,VEGFR3 -> FLT4,1
results/magi_think_v7full/Magistral-Small-2509,SDF1 -> CXCL12,2
results/magi_think_v7full/Magistral-Small-2509,TGFB -> TGFB1,1
results/magi_think_v7full/Magistral-Small-2509,CD11B -> ITGAM,1
results/magi_think_v7full/Magistral-Small-2509,ZCCHC6 -> TUT7,1
results/magi_think_v7full/Magistral-Small-2509,LOX1 -> OLR1,1
results/magi_think_v7full/Magistral-Small-2509,IL17 -> IL17A,1
results/magi_think_v7full/Magistral-Small-2509,ALK5 -> TGFBR1,1
results/magi_think_v7full/Magistral-Small-2509,NCAM -> NCAM1,2
results/magi_think_v7full/Magistral-Small-2509,NFKB -> NFKB1,1
results/magi_think_v7full/Magistral-Small-2509,NRF2 -> NFE2L2,1
results/magi_think_v7full/Magistral-Small-2509,TN -> TNC,1
results/magi_think_v7full/Magistral-Small-2509,IKKE -> IKBKE,1
results/magi_think_v7full/Magistral-Small-2509,LPGDS -> PTGDS,1
results/magi_think_v7full/Magistral-Small-2509,OPG -> TNFRSF11B,1
results/magi_think_v7full/Magistral-Small-2509,COX2 -> PTGS2,1
results/magi_think_v7full/Magistral-Small-2509,A20 -> TNFAIP3,1
results/magi_think_v7full/Magistral-Small-2509,PATCHED1 -> PTCH1,1
results/magi_think_v7full/Magistral-Small-2509,PCAF -> KAT2B,1
results/magi_think_v7full/Magistral-Small-2509,RSK3 -> RPS6KA2,3
results/magi_think_v7full/Magistral-Small-2509,JMJD3 -> KDM6B,1
results/magi_think_v7full/Magistral-Small-2509,OPN -> SPP1,1
results/magi_think_v7full/Magistral-Small-2509,TGC -> TGM2,1
results/magi_think_v7full/Magistral-Small-2509,NOX2 -> CYBB,1
results/magi_think_v7full/Magistral-Small-2509,GLUT1 -> SLC2A1,2
results/magi_think_v7full/Magistral-Small-2509,ST2 -> IL1RL1,1
results/magi_think_v7full/Magistral-Small-2509,PAR1 -> F2R,1
results/v5_think_8b/Qwen3-8B,ET1 -> EDN1,1
results/v5_think_8b/Qwen3-8B,XOR -> XDH,1
results/v5_think_8b/Qwen3-8B,HIC5 -> TGFB1I1,1
results/v5_think_8b/Qwen3-8B,PAR2 -> F2RL1,4
results/v5_think_8b/Qwen3-8B,CAMK2 -> CAMK2B,2
results/v5_think_8b/Qwen3-8B,RIP3 -> RIPK3,3
results/v5_think_8b/Qwen3-8B,TGFβ -> TGFB1,2
results/v5_think_8b/Qwen3-8B,RAGE -> AGER,1
results/v5_think_8b/Qwen3-8B,MIG6 -> ERRFI1,2
results/v5_think_8b/Qwen3-8B,IL1RA -> IL1RN,2
results/v5_think_8b/Qwen3-8B,ZCCHC6 -> TUT7,1
results/v5_think_8b/Qwen3-8B,IL17 -> IL17A,1
results/v5_think_8b/Qwen3-8B,ALK5 -> TGFBR1,1
results/v5_think_8b/Qwen3-8B,NCAM -> NCAM1,1
results/v5_think_8b/Qwen3-8B,IKKE -> IKBKE,1
results/v5_think_8b/Qwen3-8B,LPGDS -> PTGDS,1
results/v5_think_8b/Qwen3-8B,JNK -> MAPK8,1
results/v5_think_8b/Qwen3-8B,CFOS -> FOS,1
results/v5_think_8b/Qwen3-8B,PERF -> FABP9,1
results/v5_think_8b/Qwen3-8B,SDF1 -> CXCL12,1
results/v5_think_8b/Qwen3-8B,PCAF -> KAT2B,1
results/v5_think_8b/Qwen3-8B,COX2 -> PTGS2,1
results/v5_think_8b/Qwen3-8B,NOX2 -> CYBB,1
results/v5_think_8b/Qwen3-8B,ST2 -> IL1RL1,1
results/v5_think_8b/Qwen3-8B,HIF2A -> EPAS1,1
results/dev_think_8b/Qwen3-8B,ET1 -> EDN1,1
results/dev_think_8b/Qwen3-8B,miR-877-5p -> MIR-877,1
results/dev_think_8b/Qwen3-8B,XOR -> XDH,1
results/dev_think_8b/Qwen3-8B,miR-9-5p -> MIR-9,1
results/dev_think_8b/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/dev_think_8b/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/dev_think_8b/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/dev_think_8b/Qwen3-8B,PAR2 -> F2RL1,2
results/dev_think_8b/Qwen3-8B,TNF-alpha -> TNF,1
results/dev_think_8b/Qwen3-8B,Rip3 -> RIPK3,1
results/dev_think_8b/Qwen3-8B,ASC -> PYCARD,1
results/dev_think_8b/Qwen3-8B,RAGE -> AGER,1
results/dev_think_8b/Qwen3-8B,CD59a -> CD59,1
results/dev_think_8b/Qwen3-8B,Mig6 -> ERRFI1,3
results/dev_think_8b/Qwen3-8B,SDF-1 -> CXCL12,1
results/dev_think_8b/Qwen3-8B,Il1ra -> IL1RN,1
results/dev_think_8b/Qwen3-8B,TGF-β -> TGFB1,1
results/dev_think_8b/Qwen3-8B,Cd11b -> ITGAM,1
results/dev_think_8b/Qwen3-8B,ZCCHC6 -> TUT7,1
results/dev_think_8b/Qwen3-8B,LOX1 -> OLR1,1
results/dev_think_8b/Qwen3-8B,Il17 -> IL17A,1
results/dev_think_8b/Qwen3-8B,Alk5 -> TGFBR1,1
results/dev_think_8b/Qwen3-8B,NCAM -> NCAM1,1
results/dev_think_8b/Qwen3-8B,NF-κB -> NFKB1,2
results/dev_think_8b/Qwen3-8B,Ob-Rb -> LEPR,1
results/dev_think_8b/Qwen3-8B,Nrf2 -> NFE2L2,1
results/dev_think_8b/Qwen3-8B,IKKε -> IKBKE,1
results/dev_think_8b/Qwen3-8B,L-PGDS -> PTGDS,1
results/dev_think_8b/Qwen3-8B,JNK -> MAPK8,1
results/dev_think_8b/Qwen3-8B,Opg -> TNFRSF11B,1
results/dev_think_8b/Qwen3-8B,Perf -> FABP9,1
results/dev_think_8b/Qwen3-8B,A20 -> TNFAIP3,1
results/dev_think_8b/Qwen3-8B,PCAF -> KAT2B,1
results/dev_think_8b/Qwen3-8B,RSK3 -> RPS6KA2,1
results/dev_think_8b/Qwen3-8B,Gmcsf -> CSF2,1
results/dev_think_8b/Qwen3-8B,Jmjd3 -> KDM6B,1
results/dev_think_8b/Qwen3-8B,Cox2 -> PTGS2,1
results/dev_think_8b/Qwen3-8B,p38α/β -> MAPK14,1
results/dev_think_8b/Qwen3-8B,p21 -> CDKN1A,1
results/dev_think_8b/Qwen3-8B,TDP-43 -> TARDBP,1
results/dev_think_8b/Qwen3-8B,Pkcd -> PRRT2,1
results/dev_think_8b/Qwen3-8B,Atf6α -> ATF6,1
results/dev_think_8b/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/dev_think_8b/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/dev_think_8b/Qwen3-8B,Nox2 -> CYBB,1
results/dev_think_8b/Qwen3-8B,Glut1 -> SLC2A1,2
results/dev_think_8b/Qwen3-8B,Tankyrase -> TNKS,2
results/dev_think_8b/Qwen3-8B,miR-204-5p -> MIR-204,1
results/dev_think_8b/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/dev_think_8b/Qwen3-8B,HIF-2α -> EPAS1,1
results/dev_think_8b/Qwen3-8B,PAR-1 -> F2R,1
results/dev_think_8b/Qwen3-8B,PAR-2 -> F2RL1,1
results/simple_35/Qwen3.5-4B,Hyp -> PHEX,1
results/simple_35/Qwen3.5-4B,XOR -> XDH,1
results/simple_35/Qwen3.5-4B,miR-10a-5p -> MIR-10A,2
results/simple_35/Qwen3.5-4B,RIP3 -> RIPK3,2
results/simple_35/Qwen3.5-4B,Mig6 -> ERRFI1,1
results/simple_35/Qwen3.5-4B,IL-1ra -> IL1RN,1
results/simple_35/Qwen3.5-4B,ZCCHC6 -> TUT7,1
results/simple_35/Qwen3.5-4B,LOX-1 -> OLR1,1
results/simple_35/Qwen3.5-4B,Alk5 -> TGFBR1,1
results/simple_35/Qwen3.5-4B,Ob-Rb -> LEPR,1
results/simple_35/Qwen3.5-4B,IKKε -> IKBKE,1
results/simple_35/Qwen3.5-4B,Mig-6 -> ERRFI1,1
results/simple_35/Qwen3.5-4B,β-catenin -> CTNNB1,1
results/simple_35/Qwen3.5-4B,A20 -> TNFAIP3,1
results/simple_35/Qwen3.5-4B,Calcitonin -> CALCA,1
results/simple_35/Qwen3.5-4B,p21 -> CDKN1A,1
results/simple_35/Qwen3.5-4B,miR-18a-3p -> MIR-18A,1
results/simple_35/Qwen3.5-4B,Nox2 -> CYBB,1
results/simple_35/Qwen3.5-4B,MiR-455-3p -> MIR-455,1
results/nothink_8b/Qwen3-8B,ET1 -> EDN1,1
results/nothink_8b/Qwen3-8B,miR-877-5p -> MIR-877,1
results/nothink_8b/Qwen3-8B,Xor -> XDH,1
results/nothink_8b/Qwen3-8B,miR-9-5p -> MIR-9,1
results/nothink_8b/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/nothink_8b/Qwen3-8B,A3AR -> ADORA3,2
results/nothink_8b/Qwen3-8B,PAR2 -> F2RL1,3
results/nothink_8b/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/nothink_8b/Qwen3-8B,Rip3 -> RIPK3,1
results/nothink_8b/Qwen3-8B,TGF beta -> TGFB1,1
results/nothink_8b/Qwen3-8B,CD59a -> CD59,1
results/nothink_8b/Qwen3-8B,Mig6 -> ERRFI1,2
results/nothink_8b/Qwen3-8B,SDF-1 -> CXCL12,2
results/nothink_8b/Qwen3-8B,Il1ra -> IL1RN,1
results/nothink_8b/Qwen3-8B,VEGFR-3 -> FLT4,1
results/nothink_8b/Qwen3-8B,BTZ -> CASC3,1
results/nothink_8b/Qwen3-8B,TGF-β -> TGFB1,1
results/nothink_8b/Qwen3-8B,Cd11b -> ITGAM,1
results/nothink_8b/Qwen3-8B,Zcchc6 -> TUT7,1
results/nothink_8b/Qwen3-8B,Lox1 -> OLR1,1
results/nothink_8b/Qwen3-8B,Alk5 -> TGFBR1,1
results/nothink_8b/Qwen3-8B,Ncam -> NCAM1,2
results/nothink_8b/Qwen3-8B,NF-κB -> NFKB1,1
results/nothink_8b/Qwen3-8B,TNF-α -> TNF,1
results/nothink_8b/Qwen3-8B,caspase-3 -> CASP3,1
results/nothink_8b/Qwen3-8B,Ob-Rb -> LEPR,1
results/nothink_8b/Qwen3-8B,Nrf2 -> NFE2L2,1
results/nothink_8b/Qwen3-8B,IKKε -> IKBKE,1
results/nothink_8b/Qwen3-8B,L-PGDS -> PTGDS,1
results/nothink_8b/Qwen3-8B,JNK -> MAPK8,1
results/nothink_8b/Qwen3-8B,c-Fos -> FOS,1
results/nothink_8b/Qwen3-8B,Opg -> TNFRSF11B,1
results/nothink_8b/Qwen3-8B,Perf -> FABP9,1
results/nothink_8b/Qwen3-8B,A20 -> TNFAIP3,1
results/nothink_8b/Qwen3-8B,Lubricin -> PRG4,2
results/nothink_8b/Qwen3-8B,PCAF -> KAT2B,1
results/nothink_8b/Qwen3-8B,Rsk3 -> RPS6KA2,2
results/nothink_8b/Qwen3-8B,Gmcsf -> CSF2,1
results/nothink_8b/Qwen3-8B,OPN -> SPP1,1
results/nothink_8b/Qwen3-8B,p21 -> CDKN1A,1
results/nothink_8b/Qwen3-8B,TDP-43 -> TARDBP,1
results/nothink_8b/Qwen3-8B,Pkcd -> PRRT2,1
results/nothink_8b/Qwen3-8B,Atf6α -> ATF6,1
results/nothink_8b/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/nothink_8b/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/nothink_8b/Qwen3-8B,Nox2 -> CYBB,1
results/nothink_8b/Qwen3-8B,Glut1 -> SLC2A1,3
results/nothink_8b/Qwen3-8B,Tankyrase -> TNKS,1
results/nothink_8b/Qwen3-8B,miR-204-5p -> MIR-204,1
results/nothink_8b/Qwen3-8B,St2 -> IL1RL1,1
results/nothink_8b/Qwen3-8B,Akt -> AKT1,1
results/nothink_8b/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/nothink_8b/Qwen3-8B,PAR-2 -> F2RL1,1
results/nothink_8b/Qwen3-8B,PAR-1 -> F2R,1
results/qthink_v2/Qwen3-8B,ET1 -> EDN1,1
results/qthink_v2/Qwen3-8B,miR-877-5p -> MIR-877,1
results/qthink_v2/Qwen3-8B,XOR -> XDH,1
results/qthink_v2/Qwen3-8B,miR-9-5p -> MIR-9,1
results/qthink_v2/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/qthink_v2/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/qthink_v2/Qwen3-8B,PAR2 -> F2RL1,3
results/qthink_v2/Qwen3-8B,TNF-alpha -> TNF,1
results/qthink_v2/Qwen3-8B,Rip3 -> RIPK3,1
results/qthink_v2/Qwen3-8B,TGF beta -> TGFB1,1
results/qthink_v2/Qwen3-8B,RAGE -> AGER,1
results/qthink_v2/Qwen3-8B,CD59a -> CD59,1
results/qthink_v2/Qwen3-8B,Mig6 -> ERRFI1,1
results/qthink_v2/Qwen3-8B,SDF-1 -> CXCL12,2
results/qthink_v2/Qwen3-8B,IL1RA -> IL1RN,1
results/qthink_v2/Qwen3-8B,VEGFR3 -> FLT4,1
results/qthink_v2/Qwen3-8B,TGF-β -> TGFB1,1
results/qthink_v2/Qwen3-8B,CD11b -> ITGAM,1
results/qthink_v2/Qwen3-8B,ZCCHC6 -> TUT7,1
results/qthink_v2/Qwen3-8B,LOX-1 -> OLR1,1
results/qthink_v2/Qwen3-8B,Il1ra -> IL1RN,1
results/qthink_v2/Qwen3-8B,Il17 -> IL17A,1
results/qthink_v2/Qwen3-8B,Alk5 -> TGFBR1,1
results/qthink_v2/Qwen3-8B,NCAM -> NCAM1,1
results/qthink_v2/Qwen3-8B,NF-κB -> NFKB1,1
results/qthink_v2/Qwen3-8B,Ob-Rb -> LEPR,1
results/qthink_v2/Qwen3-8B,Nrf2 -> NFE2L2,1
results/qthink_v2/Qwen3-8B,OSM -> OSM,1
results/qthink_v2/Qwen3-8B,TNFalpha -> TNF,1
results/qthink_v2/Qwen3-8B,IKKε -> IKBKE,1
results/qthink_v2/Qwen3-8B,L-PGDS -> PTGDS,1
results/qthink_v2/Qwen3-8B,Mig-6 -> ERRFI1,1
results/qthink_v2/Qwen3-8B,FoxO1 -> FOXO1,4
results/qthink_v2/Qwen3-8B,FoxO3 -> FOXO3,4
results/qthink_v2/Qwen3-8B,FoxO4 -> FOXO4,4
results/qthink_v2/Qwen3-8B,Opg -> TNFRSF11B,1
results/qthink_v2/Qwen3-8B,CCL2 -> CCL2,1
results/qthink_v2/Qwen3-8B,CCR2 -> CCR2,1
results/qthink_v2/Qwen3-8B,Lumican -> LUM,1
results/qthink_v2/Qwen3-8B,Fibromodulin -> FMOD,1
results/qthink_v2/Qwen3-8B,Perforin -> PRF1,1
results/qthink_v2/Qwen3-8B,A20 -> TNFAIP3,1
results/qthink_v2/Qwen3-8B,TNFα -> TNF,1
results/qthink_v2/Qwen3-8B,PCAF -> KAT2B,1
results/qthink_v2/Qwen3-8B,RSK3 -> RPS6KA2,2
results/qthink_v2/Qwen3-8B,Gmcsf -> CSF2,1
results/qthink_v2/Qwen3-8B,Jmjd3 -> KDM6B,1
results/qthink_v2/Qwen3-8B,Cox2 -> PTGS2,1
results/qthink_v2/Qwen3-8B,Apoe -> APOE,1
results/qthink_v2/Qwen3-8B,S100a9 -> S100A9,1
results/qthink_v2/Qwen3-8B,TDP-43 -> TARDBP,1
results/qthink_v2/Qwen3-8B,PKCδ -> PRRT2,1
results/qthink_v2/Qwen3-8B,Atf6α -> ATF6,1
results/qthink_v2/Qwen3-8B,miR-181a-5p -> MIR-181A,2
results/qthink_v2/Qwen3-8B,MiR-18a-3p -> MIR-18A,1
results/qthink_v2/Qwen3-8B,Nox2 -> CYBB,1
results/qthink_v2/Qwen3-8B,BMP-4 -> BMP4,2
results/qthink_v2/Qwen3-8B,sFlt-1 -> SFLT1,1
results/qthink_v2/Qwen3-8B,VEGF -> VEGFA,1
results/qthink_v2/Qwen3-8B,Glut1 -> SLC2A1,2
results/qthink_v2/Qwen3-8B,miR-204-5p -> MIR-204,1
results/qthink_v2/Qwen3-8B,MiR-455-3p -> MIR-455,1
results/qthink_v2/Qwen3-8B,Adamts4 -> ADAMTS4,1
results/qthink_v2/Qwen3-8B,Adamts5 -> ADAMTS5,1
results/qthink_v2/Qwen3-8B,PAR-1 -> F2R,1
results/qthink_v2/Qwen3-8B,PAR-2 -> F2RL1,1
results/dyn_k0/Qwen3-8B,ETB -> EDNRB,1
results/dyn_k0/Qwen3-8B,ET1 -> EDN1,1
results/dyn_k0/Qwen3-8B,miR-877-5p -> MIR-877,1
results/dyn_k0/Qwen3-8B,XOR -> XDH,1
results/dyn_k0/Qwen3-8B,miR-9-5p -> MIR-9,1
results/dyn_k0/Qwen3-8B,HIC5 -> TGFB1I1,1
results/dyn_k0/Qwen3-8B,COX2 -> PTGS2,1
results/dyn_k0/Qwen3-8B,miR-10a-5p -> MIR-10A,1
results/dyn_k0/Qwen3-8B,PAR2 -> F2RL1,4
results/dyn_k0/Qwen3-8B,NE -> ELANE,1
results/dyn_k0/Qwen3-8B,P53 -> TP53,1
results/dyn_k0/Qwen3-8B,RIP3 -> RIPK3,2
results/dyn_k0/Qwen3-8B,TGFβ -> TGFB1,1
results/dyn_k0/Qwen3-8B,RAGE -> AGER,1
results/dyn_k0/Qwen3-8B,MIG6 -> ERRFI1,2
results/dyn_k0/Qwen3-8B,VEGFR3 -> FLT4,1
results/dyn_k0/Qwen3-8B,SDF1 -> CXCL12,1
results/dyn_k0/Qwen3-8B,CD11B -> ITGAM,1
results/dyn_k0/Qwen3-8B,ZCCHC6 -> TUT7,1
results/dyn_k0/Qwen3-8B,LOX1 -> OLR1,1
results/dyn_k0/Qwen3-8B,IL17 -> IL17A,1
results/dyn_k0/Qwen3-8B,ALK5 -> TGFBR1,1
results/dyn_k0/Qwen3-8B,NCAM -> NCAM1,2
results/dyn_k0/Qwen3-8B,NFkB -> NFKB1,1
results/dyn_k0/Qwen3-8B,NRF2 -> NFE2L2,1
results/dyn_k0/Qwen3-8B,IKKε -> IKBKE,3
results/dyn_k0/Qwen3-8B,L-PGDS -> PTGDS,1
results/dyn_k0/Qwen3-8B,JNK -> MAPK8,1
results/dyn_k0/Qwen3-8B,CFOS -> FOS,1
results/dyn_k0/Qwen3-8B,OPG -> TNFRSF11B,1
results/dyn_k0/Qwen3-8B,PERF -> FABP9,1
results/dyn_k0/Qwen3-8B,A20 -> TNFAIP3,1
results/dyn_k0/Qwen3-8B,5-LOX -> ALOX5,1
results/dyn_k0/Qwen3-8B,PCAF -> KAT2B,1
results/dyn_k0/Qwen3-8B,RSK3 -> RPS6KA2,2
results/dyn_k0/Qwen3-8B,AKT -> AKT1,1
results/dyn_k0/Qwen3-8B,Jmjd3 -> KDM6B,1
results/dyn_k0/Qwen3-8B,OPN -> SPP1,1
results/dyn_k0/Qwen3-8B,TDP43 -> TARDBP,1
results/dyn_k0/Qwen3-8B,HIF2A -> EPAS1,1
results/dyn_k0/Qwen3-8B,ATF6A -> ATF6,1
results/dyn_k0/Qwen3-8B,LPA1 -> LPAR1,2
results/dyn_k0/Qwen3-8B,NOX2 -> CYBB,1
results/dyn_k0/Qwen3-8B,GLUT1 -> SLC2A1,3
results/dyn_k0/Qwen3-8B,ST2 -> IL1RL1,1
results/dyn_k0/Qwen3-8B,miR-455-3p -> MIR-455,1
results/dyn_k0/Qwen3-8B,PAR1 -> F2R,1
results/psweep_v5/Qwen3-8B,ETB -> EDNRB,2
results/psweep_v5/Qwen3-8B,XOR -> XDH,1
results/psweep_v5/Qwen3-8B,HIC5 -> TGFB1I1,1
results/psweep_v5/Qwen3-8B,PAR2 -> F2RL1,5
results/psweep_v5/Qwen3-8B,NE -> ELANE,1
results/psweep_v5/Qwen3-8B,P53 -> TP53,1
results/psweep_v5/Qwen3-8B,TGFβ -> TGFB1,1
results/psweep_v5/Qwen3-8B,RAGE -> AGER,1
results/psweep_v5/Qwen3-8B,MIG6 -> ERRFI1,2
results/psweep_v5/Qwen3-8B,VEGFR3 -> FLT4,1
results/psweep_v5/Qwen3-8B,SDF1 -> CXCL12,1
results/psweep_v5/Qwen3-8B,ZCCHC6 -> TUT7,1
results/psweep_v5/Qwen3-8B,LOX1 -> OLR1,1
results/psweep_v5/Qwen3-8B,IL17 -> IL17A,1
results/psweep_v5/Qwen3-8B,ALK5 -> TGFBR1,1
results/psweep_v5/Qwen3-8B,NCAM -> NCAM1,2
results/psweep_v5/Qwen3-8B,L-PGDS -> PTGDS,1
results/psweep_v5/Qwen3-8B,JNK -> MAPK8,1
results/psweep_v5/Qwen3-8B,TCTP -> TPT1,2
results/psweep_v5/Qwen3-8B,OPG -> TNFRSF11B,1
results/psweep_v5/Qwen3-8B,PCAF -> KAT2B,1
results/psweep_v5/Qwen3-8B,RSK3 -> RPS6KA2,2
results/psweep_v5/Qwen3-8B,Jmjd3 -> KDM6B,1
results/psweep_v5/Qwen3-8B,TDP43 -> TARDBP,1
results/psweep_v5/Qwen3-8B,HIF2A -> EPAS1,2
results/psweep_v5/Qwen3-8B,ATF6A -> ATF6,1
results/psweep_v5/Qwen3-8B,miR-18a-3p -> MIR-18A,1
results/psweep_v5/Qwen3-8B,NOX2 -> CYBB,2
results/psweep_v5/Qwen3-8B,GLUT1 -> SLC2A1,3
results/psweep_v5/Qwen3-8B,ST2 -> IL1RL1,1
results/psweep_v5/Qwen3-8B,PAR1 -> F2R,1
results/q8b_think_v7lite/Qwen3-8B,ET1 -> EDN1,1
results/q8b_think_v7lite/Qwen3-8B,XANTHINE OXIDOREDUCTASE -> XDH,1
results/q8b_think_v7lite/Qwen3-8B,HIC5 -> TGFB1I1,1
results/q8b_think_v7lite/Qwen3-8B,ADENOSINEA3RECEPTOR -> ADORA3,1
results/q8b_think_v7lite/Qwen3-8B,NE -> ELANE,1
results/q8b_think_v7lite/Qwen3-8B,PAR2 -> F2RL1,2
results/q8b_think_v7lite/Qwen3-8B,RIP3 -> RIPK3,2
results/q8b_think_v7lite/Qwen3-8B,TGFB -> TGFB1,1
results/q8b_think_v7lite/Qwen3-8B,RAGE -> AGER,1
results/q8b_think_v7lite/Qwen3-8B,MIG6 -> ERRFI1,2
results/q8b_think_v7lite/Qwen3-8B,VEGFR3 -> FLT4,1
results/q8b_think_v7lite/Qwen3-8B,CD11B -> ITGAM,1
results/q8b_think_v7lite/Qwen3-8B,ZCCHC6 -> TUT7,1
results/q8b_think_v7lite/Qwen3-8B,LOX1 -> OLR1,1
results/q8b_think_v7lite/Qwen3-8B,IL1RA -> IL1RN,1
results/q8b_think_v7lite/Qwen3-8B,IL17 -> IL17A,1
results/q8b_think_v7lite/Qwen3-8B,ALK5 -> TGFBR1,1
results/q8b_think_v7lite/Qwen3-8B,NCAM -> NCAM1,2
results/q8b_think_v7lite/Qwen3-8B,NRF2 -> NFE2L2,1
results/q8b_think_v7lite/Qwen3-8B,IKKE -> IKBKE,1
results/q8b_think_v7lite/Qwen3-8B,LPGDS -> PTGDS,1
results/q8b_think_v7lite/Qwen3-8B,OPG -> TNFRSF11B,1
results/q8b_think_v7lite/Qwen3-8B,LUMICAN -> LUM,1
results/q8b_think_v7lite/Qwen3-8B,FIBROMODULIN -> FMOD,1
results/q8b_think_v7lite/Qwen3-8B,PERF -> FABP9,1
results/q8b_think_v7lite/Qwen3-8B,A20 -> TNFAIP3,1
results/q8b_think_v7lite/Qwen3-8B,PCAF -> KAT2B,1
results/q8b_think_v7lite/Qwen3-8B,RSK3 -> RPS6KA2,2
results/q8b_think_v7lite/Qwen3-8B,GMCSF -> CSF2,1
results/q8b_think_v7lite/Qwen3-8B,P21 -> CDKN1A,1
results/q8b_think_v7lite/Qwen3-8B,TDP43 -> TARDBP,1
results/q8b_think_v7lite/Qwen3-8B,NOX2 -> CYBB,1
results/q8b_think_v7lite/Qwen3-8B,GLUT1 -> SLC2A1,2
results/q8b_think_v7lite/Qwen3-8B,TANKYRASE -> TNKS,2
results/q8b_think_v7lite/Qwen3-8B,PAR1 -> F2R,1
results/tsweep_t09_s2/Qwen3-8B,Et1 -> EDN1,1
results/tsweep_t09_s2/Qwen3-8B,EtB -> EDNRB,1
results/tsweep_t09_s2/Qwen3-8B,miR-877-5p -> MIR-877,1
results/tsweep_t09_s2/Qwen3-8B,XOR -> XDH,1
results/tsweep_t09_s2/Qwen3-8B,miR-9-5p -> MIR-9,1
results/tsweep_t09_s2/Qwen3-8B,Hic-5 -> TGFB1I1,1
results/tsweep_t09_s2/Qwen3-8B,miR-10a-5p -> MIR-10A,2
results/tsweep_t09_s2/Qwen3-8B,Neutrophil elastase -> ELANE,1
results/tsweep_t09_s2/Qwen3-8B,PAR2 -> F2RL1,3
results/tsweep_t09_s2/Qwen3-8B,TNF-alpha -> TNF,1
results/tsweep_t09_s2/Qwen3-8B,Rip3 -> RIPK3,1
results/tsweep_t09_s2/Qwen3-8B,Rage -> AGER,1
results/tsweep_t09_s2/Qwen3-8B,CD59a -> CD59,1
results/tsweep_t09_s2/Qwen3-8B,Mig6 -> ERRFI1,2
results/tsweep_t09_s2/Qwen3-8B,Sdf1 -> CXCL12,1
results/tsweep_t09_s2/Qwen3-8B,Il1ra -> IL1RN,2
results/tsweep_t09_s2/Qwen3-8B,TGF-β -> TGFB1,1
results/tsweep_t09_s2/Qwen3-8B,Cd11b -> ITGAM,1
results/tsweep_t09_s2/Qwen3-8B,ZCCHC6 -> TUT7,1
results/tsweep_t09_s2/Qwen3-8B,Lox1 -> OLR1,1
results/tsweep_t09_s2/Qwen3-8B,Il17 -> IL17A,1
results/tsweep_t09_s2/Qwen3-8B,Alk5 -> TGFBR1,1
results/tsweep_t09_s2/Qwen3-8B,NCAM -> NCAM1,1
results/tsweep_t09_s2/Qwen3-8B,NF-κB -> NFKB1,1
results/tsweep_t09_s2/Qwen3-8B,Ob-Rb -> LEPR,1
results/tsweep_t09_s2/Qwen3-8B,Nrf2 -> NFE2L2,1
results/tsweep_t09_s2/Qwen3-8B,IKKε -> IKBKE,1
results/tsweep_t09_s2/Qwen3-8B,L-PGDS -> PTGDS,1
results/tsweep_t09_s2/Qwen3-8B,PLA2 -> PLA2G1B,1
results/tsweep_t09_s2/Qwen3-8B,C-Fos -> FOS,1
results/tsweep_t09_s2/Qwen3-8B,Opg -> TNFRSF11B,1
results/tsweep_t09_s2/Qwen3-8B,Perf -> FABP9,1
results/tsweep_t09_s2/Qwen3-8B,A20 -> TNFAIP3,1
results/tsweep_t09_s2/Qwen3-8B,Calcitonin -> CALCA,1
results/tsweep_t09_s2/Qwen3-8B,PCAF -> KAT2B,1
